,PNG,MASK
45,/root/StrokeDataset/Bleeding/PNG/10310.png,/root/StrokeDataset/Bleeding/MASK/10310.npy
46,/root/StrokeDataset/Bleeding/PNG/10317.png,/root/StrokeDataset/Bleeding/MASK/10317.npy
47,/root/StrokeDataset/Bleeding/PNG/10320.png,/root/StrokeDataset/Bleeding/MASK/10320.npy
48,/root/StrokeDataset/Bleeding/PNG/10327.png,/root/StrokeDataset/Bleeding/MASK/10327.npy
49,/root/StrokeDataset/Bleeding/PNG/10328.png,/root/StrokeDataset/Bleeding/MASK/10328.npy
50,/root/StrokeDataset/Bleeding/PNG/10329.png,/root/StrokeDataset/Bleeding/MASK/10329.npy
51,/root/StrokeDataset/Bleeding/PNG/10330.png,/root/StrokeDataset/Bleeding/MASK/10330.npy
52,/root/StrokeDataset/Bleeding/PNG/10331.png,/root/StrokeDataset/Bleeding/MASK/10331.npy
53,/root/StrokeDataset/Bleeding/PNG/10332.png,/root/StrokeDataset/Bleeding/MASK/10332.npy
54,/root/StrokeDataset/Bleeding/PNG/10346.png,/root/StrokeDataset/Bleeding/MASK/10346.npy
55,/root/StrokeDataset/Bleeding/PNG/10350.png,/root/StrokeDataset/Bleeding/MASK/10350.npy
56,/root/StrokeDataset/Bleeding/PNG/10362.png,/root/StrokeDataset/Bleeding/MASK/10362.npy
57,/root/StrokeDataset/Bleeding/PNG/10378.png,/root/StrokeDataset/Bleeding/MASK/10378.npy
58,/root/StrokeDataset/Bleeding/PNG/10388.png,/root/StrokeDataset/Bleeding/MASK/10388.npy
59,/root/StrokeDataset/Bleeding/PNG/10394.png,/root/StrokeDataset/Bleeding/MASK/10394.npy
60,/root/StrokeDataset/Bleeding/PNG/10395.png,/root/StrokeDataset/Bleeding/MASK/10395.npy
61,/root/StrokeDataset/Bleeding/PNG/10397.png,/root/StrokeDataset/Bleeding/MASK/10397.npy
62,/root/StrokeDataset/Bleeding/PNG/10404.png,/root/StrokeDataset/Bleeding/MASK/10404.npy
63,/root/StrokeDataset/Bleeding/PNG/10415.png,/root/StrokeDataset/Bleeding/MASK/10415.npy
64,/root/StrokeDataset/Bleeding/PNG/10420.png,/root/StrokeDataset/Bleeding/MASK/10420.npy
65,/root/StrokeDataset/Bleeding/PNG/10430.png,/root/StrokeDataset/Bleeding/MASK/10430.npy
66,/root/StrokeDataset/Bleeding/PNG/10434.png,/root/StrokeDataset/Bleeding/MASK/10434.npy
67,/root/StrokeDataset/Bleeding/PNG/10435.png,/root/StrokeDataset/Bleeding/MASK/10435.npy
68,/root/StrokeDataset/Bleeding/PNG/10440.png,/root/StrokeDataset/Bleeding/MASK/10440.npy
69,/root/StrokeDataset/Bleeding/PNG/10442.png,/root/StrokeDataset/Bleeding/MASK/10442.npy
70,/root/StrokeDataset/Bleeding/PNG/10449.png,/root/StrokeDataset/Bleeding/MASK/10449.npy
71,/root/StrokeDataset/Bleeding/PNG/10475.png,/root/StrokeDataset/Bleeding/MASK/10475.npy
72,/root/StrokeDataset/Bleeding/PNG/10476.png,/root/StrokeDataset/Bleeding/MASK/10476.npy
73,/root/StrokeDataset/Bleeding/PNG/10481.png,/root/StrokeDataset/Bleeding/MASK/10481.npy
74,/root/StrokeDataset/Bleeding/PNG/10488.png,/root/StrokeDataset/Bleeding/MASK/10488.npy
75,/root/StrokeDataset/Bleeding/PNG/10501.png,/root/StrokeDataset/Bleeding/MASK/10501.npy
76,/root/StrokeDataset/Bleeding/PNG/10509.png,/root/StrokeDataset/Bleeding/MASK/10509.npy
77,/root/StrokeDataset/Bleeding/PNG/10510.png,/root/StrokeDataset/Bleeding/MASK/10510.npy
78,/root/StrokeDataset/Bleeding/PNG/10522.png,/root/StrokeDataset/Bleeding/MASK/10522.npy
79,/root/StrokeDataset/Bleeding/PNG/10528.png,/root/StrokeDataset/Bleeding/MASK/10528.npy
80,/root/StrokeDataset/Bleeding/PNG/10539.png,/root/StrokeDataset/Bleeding/MASK/10539.npy
81,/root/StrokeDataset/Bleeding/PNG/10542.png,/root/StrokeDataset/Bleeding/MASK/10542.npy
82,/root/StrokeDataset/Bleeding/PNG/10547.png,/root/StrokeDataset/Bleeding/MASK/10547.npy
83,/root/StrokeDataset/Bleeding/PNG/10549.png,/root/StrokeDataset/Bleeding/MASK/10549.npy
84,/root/StrokeDataset/Bleeding/PNG/10555.png,/root/StrokeDataset/Bleeding/MASK/10555.npy
85,/root/StrokeDataset/Bleeding/PNG/10563.png,/root/StrokeDataset/Bleeding/MASK/10563.npy
86,/root/StrokeDataset/Bleeding/PNG/10579.png,/root/StrokeDataset/Bleeding/MASK/10579.npy
87,/root/StrokeDataset/Bleeding/PNG/10595.png,/root/StrokeDataset/Bleeding/MASK/10595.npy
88,/root/StrokeDataset/Bleeding/PNG/10603.png,/root/StrokeDataset/Bleeding/MASK/10603.npy
89,/root/StrokeDataset/Bleeding/PNG/10605.png,/root/StrokeDataset/Bleeding/MASK/10605.npy
90,/root/StrokeDataset/Bleeding/PNG/10611.png,/root/StrokeDataset/Bleeding/MASK/10611.npy
91,/root/StrokeDataset/Bleeding/PNG/10613.png,/root/StrokeDataset/Bleeding/MASK/10613.npy
92,/root/StrokeDataset/Bleeding/PNG/10627.png,/root/StrokeDataset/Bleeding/MASK/10627.npy
93,/root/StrokeDataset/Bleeding/PNG/10644.png,/root/StrokeDataset/Bleeding/MASK/10644.npy
94,/root/StrokeDataset/Bleeding/PNG/10662.png,/root/StrokeDataset/Bleeding/MASK/10662.npy
95,/root/StrokeDataset/Bleeding/PNG/10677.png,/root/StrokeDataset/Bleeding/MASK/10677.npy
96,/root/StrokeDataset/Bleeding/PNG/10687.png,/root/StrokeDataset/Bleeding/MASK/10687.npy
97,/root/StrokeDataset/Bleeding/PNG/10688.png,/root/StrokeDataset/Bleeding/MASK/10688.npy
98,/root/StrokeDataset/Bleeding/PNG/10689.png,/root/StrokeDataset/Bleeding/MASK/10689.npy
99,/root/StrokeDataset/Bleeding/PNG/10691.png,/root/StrokeDataset/Bleeding/MASK/10691.npy
100,/root/StrokeDataset/Bleeding/PNG/10696.png,/root/StrokeDataset/Bleeding/MASK/10696.npy
101,/root/StrokeDataset/Bleeding/PNG/10701.png,/root/StrokeDataset/Bleeding/MASK/10701.npy
102,/root/StrokeDataset/Bleeding/PNG/10703.png,/root/StrokeDataset/Bleeding/MASK/10703.npy
103,/root/StrokeDataset/Bleeding/PNG/10712.png,/root/StrokeDataset/Bleeding/MASK/10712.npy
104,/root/StrokeDataset/Bleeding/PNG/10714.png,/root/StrokeDataset/Bleeding/MASK/10714.npy
105,/root/StrokeDataset/Bleeding/PNG/10715.png,/root/StrokeDataset/Bleeding/MASK/10715.npy
106,/root/StrokeDataset/Bleeding/PNG/10719.png,/root/StrokeDataset/Bleeding/MASK/10719.npy
107,/root/StrokeDataset/Bleeding/PNG/10730.png,/root/StrokeDataset/Bleeding/MASK/10730.npy
108,/root/StrokeDataset/Bleeding/PNG/10736.png,/root/StrokeDataset/Bleeding/MASK/10736.npy
109,/root/StrokeDataset/Bleeding/PNG/10743.png,/root/StrokeDataset/Bleeding/MASK/10743.npy
110,/root/StrokeDataset/Bleeding/PNG/10745.png,/root/StrokeDataset/Bleeding/MASK/10745.npy
111,/root/StrokeDataset/Bleeding/PNG/10758.png,/root/StrokeDataset/Bleeding/MASK/10758.npy
112,/root/StrokeDataset/Bleeding/PNG/10766.png,/root/StrokeDataset/Bleeding/MASK/10766.npy
113,/root/StrokeDataset/Bleeding/PNG/10770.png,/root/StrokeDataset/Bleeding/MASK/10770.npy
114,/root/StrokeDataset/Bleeding/PNG/10783.png,/root/StrokeDataset/Bleeding/MASK/10783.npy
115,/root/StrokeDataset/Bleeding/PNG/10786.png,/root/StrokeDataset/Bleeding/MASK/10786.npy
116,/root/StrokeDataset/Bleeding/PNG/10787.png,/root/StrokeDataset/Bleeding/MASK/10787.npy
117,/root/StrokeDataset/Bleeding/PNG/10788.png,/root/StrokeDataset/Bleeding/MASK/10788.npy
118,/root/StrokeDataset/Bleeding/PNG/10793.png,/root/StrokeDataset/Bleeding/MASK/10793.npy
119,/root/StrokeDataset/Bleeding/PNG/10806.png,/root/StrokeDataset/Bleeding/MASK/10806.npy
120,/root/StrokeDataset/Bleeding/PNG/10809.png,/root/StrokeDataset/Bleeding/MASK/10809.npy
121,/root/StrokeDataset/Bleeding/PNG/10814.png,/root/StrokeDataset/Bleeding/MASK/10814.npy
122,/root/StrokeDataset/Bleeding/PNG/10816.png,/root/StrokeDataset/Bleeding/MASK/10816.npy
123,/root/StrokeDataset/Bleeding/PNG/10820.png,/root/StrokeDataset/Bleeding/MASK/10820.npy
124,/root/StrokeDataset/Bleeding/PNG/10830.png,/root/StrokeDataset/Bleeding/MASK/10830.npy
125,/root/StrokeDataset/Bleeding/PNG/10832.png,/root/StrokeDataset/Bleeding/MASK/10832.npy
126,/root/StrokeDataset/Bleeding/PNG/10850.png,/root/StrokeDataset/Bleeding/MASK/10850.npy
127,/root/StrokeDataset/Bleeding/PNG/10853.png,/root/StrokeDataset/Bleeding/MASK/10853.npy
128,/root/StrokeDataset/Bleeding/PNG/10859.png,/root/StrokeDataset/Bleeding/MASK/10859.npy
129,/root/StrokeDataset/Bleeding/PNG/10865.png,/root/StrokeDataset/Bleeding/MASK/10865.npy
130,/root/StrokeDataset/Bleeding/PNG/10866.png,/root/StrokeDataset/Bleeding/MASK/10866.npy
131,/root/StrokeDataset/Bleeding/PNG/10870.png,/root/StrokeDataset/Bleeding/MASK/10870.npy
132,/root/StrokeDataset/Bleeding/PNG/10871.png,/root/StrokeDataset/Bleeding/MASK/10871.npy
133,/root/StrokeDataset/Bleeding/PNG/10872.png,/root/StrokeDataset/Bleeding/MASK/10872.npy
134,/root/StrokeDataset/Bleeding/PNG/10876.png,/root/StrokeDataset/Bleeding/MASK/10876.npy
135,/root/StrokeDataset/Bleeding/PNG/10877.png,/root/StrokeDataset/Bleeding/MASK/10877.npy
136,/root/StrokeDataset/Bleeding/PNG/10878.png,/root/StrokeDataset/Bleeding/MASK/10878.npy
137,/root/StrokeDataset/Bleeding/PNG/10887.png,/root/StrokeDataset/Bleeding/MASK/10887.npy
138,/root/StrokeDataset/Bleeding/PNG/10888.png,/root/StrokeDataset/Bleeding/MASK/10888.npy
139,/root/StrokeDataset/Bleeding/PNG/10889.png,/root/StrokeDataset/Bleeding/MASK/10889.npy
140,/root/StrokeDataset/Bleeding/PNG/10893.png,/root/StrokeDataset/Bleeding/MASK/10893.npy
141,/root/StrokeDataset/Bleeding/PNG/10894.png,/root/StrokeDataset/Bleeding/MASK/10894.npy
142,/root/StrokeDataset/Bleeding/PNG/10898.png,/root/StrokeDataset/Bleeding/MASK/10898.npy
143,/root/StrokeDataset/Bleeding/PNG/10908.png,/root/StrokeDataset/Bleeding/MASK/10908.npy
144,/root/StrokeDataset/Bleeding/PNG/10921.png,/root/StrokeDataset/Bleeding/MASK/10921.npy
145,/root/StrokeDataset/Bleeding/PNG/10925.png,/root/StrokeDataset/Bleeding/MASK/10925.npy
146,/root/StrokeDataset/Bleeding/PNG/10927.png,/root/StrokeDataset/Bleeding/MASK/10927.npy
147,/root/StrokeDataset/Bleeding/PNG/10941.png,/root/StrokeDataset/Bleeding/MASK/10941.npy
148,/root/StrokeDataset/Bleeding/PNG/10951.png,/root/StrokeDataset/Bleeding/MASK/10951.npy
149,/root/StrokeDataset/Bleeding/PNG/10955.png,/root/StrokeDataset/Bleeding/MASK/10955.npy
150,/root/StrokeDataset/Bleeding/PNG/10959.png,/root/StrokeDataset/Bleeding/MASK/10959.npy
151,/root/StrokeDataset/Bleeding/PNG/10975.png,/root/StrokeDataset/Bleeding/MASK/10975.npy
152,/root/StrokeDataset/Bleeding/PNG/10984.png,/root/StrokeDataset/Bleeding/MASK/10984.npy
153,/root/StrokeDataset/Bleeding/PNG/10985.png,/root/StrokeDataset/Bleeding/MASK/10985.npy
154,/root/StrokeDataset/Bleeding/PNG/10986.png,/root/StrokeDataset/Bleeding/MASK/10986.npy
155,/root/StrokeDataset/Bleeding/PNG/10987.png,/root/StrokeDataset/Bleeding/MASK/10987.npy
156,/root/StrokeDataset/Bleeding/PNG/10990.png,/root/StrokeDataset/Bleeding/MASK/10990.npy
157,/root/StrokeDataset/Bleeding/PNG/10997.png,/root/StrokeDataset/Bleeding/MASK/10997.npy
158,/root/StrokeDataset/Bleeding/PNG/11004.png,/root/StrokeDataset/Bleeding/MASK/11004.npy
159,/root/StrokeDataset/Bleeding/PNG/11015.png,/root/StrokeDataset/Bleeding/MASK/11015.npy
160,/root/StrokeDataset/Bleeding/PNG/11016.png,/root/StrokeDataset/Bleeding/MASK/11016.npy
161,/root/StrokeDataset/Bleeding/PNG/11021.png,/root/StrokeDataset/Bleeding/MASK/11021.npy
162,/root/StrokeDataset/Bleeding/PNG/11039.png,/root/StrokeDataset/Bleeding/MASK/11039.npy
163,/root/StrokeDataset/Bleeding/PNG/11048.png,/root/StrokeDataset/Bleeding/MASK/11048.npy
164,/root/StrokeDataset/Bleeding/PNG/11049.png,/root/StrokeDataset/Bleeding/MASK/11049.npy
165,/root/StrokeDataset/Bleeding/PNG/11059.png,/root/StrokeDataset/Bleeding/MASK/11059.npy
166,/root/StrokeDataset/Bleeding/PNG/11065.png,/root/StrokeDataset/Bleeding/MASK/11065.npy
167,/root/StrokeDataset/Bleeding/PNG/11090.png,/root/StrokeDataset/Bleeding/MASK/11090.npy
168,/root/StrokeDataset/Bleeding/PNG/11112.png,/root/StrokeDataset/Bleeding/MASK/11112.npy
169,/root/StrokeDataset/Bleeding/PNG/11117.png,/root/StrokeDataset/Bleeding/MASK/11117.npy
170,/root/StrokeDataset/Bleeding/PNG/11119.png,/root/StrokeDataset/Bleeding/MASK/11119.npy
171,/root/StrokeDataset/Bleeding/PNG/11123.png,/root/StrokeDataset/Bleeding/MASK/11123.npy
172,/root/StrokeDataset/Bleeding/PNG/11124.png,/root/StrokeDataset/Bleeding/MASK/11124.npy
173,/root/StrokeDataset/Bleeding/PNG/11128.png,/root/StrokeDataset/Bleeding/MASK/11128.npy
174,/root/StrokeDataset/Bleeding/PNG/11136.png,/root/StrokeDataset/Bleeding/MASK/11136.npy
175,/root/StrokeDataset/Bleeding/PNG/11137.png,/root/StrokeDataset/Bleeding/MASK/11137.npy
176,/root/StrokeDataset/Bleeding/PNG/11143.png,/root/StrokeDataset/Bleeding/MASK/11143.npy
177,/root/StrokeDataset/Bleeding/PNG/11145.png,/root/StrokeDataset/Bleeding/MASK/11145.npy
178,/root/StrokeDataset/Bleeding/PNG/11162.png,/root/StrokeDataset/Bleeding/MASK/11162.npy
179,/root/StrokeDataset/Bleeding/PNG/11170.png,/root/StrokeDataset/Bleeding/MASK/11170.npy
180,/root/StrokeDataset/Bleeding/PNG/11179.png,/root/StrokeDataset/Bleeding/MASK/11179.npy
181,/root/StrokeDataset/Bleeding/PNG/11180.png,/root/StrokeDataset/Bleeding/MASK/11180.npy
182,/root/StrokeDataset/Bleeding/PNG/11181.png,/root/StrokeDataset/Bleeding/MASK/11181.npy
183,/root/StrokeDataset/Bleeding/PNG/11183.png,/root/StrokeDataset/Bleeding/MASK/11183.npy
184,/root/StrokeDataset/Bleeding/PNG/11193.png,/root/StrokeDataset/Bleeding/MASK/11193.npy
185,/root/StrokeDataset/Bleeding/PNG/11197.png,/root/StrokeDataset/Bleeding/MASK/11197.npy
186,/root/StrokeDataset/Bleeding/PNG/11206.png,/root/StrokeDataset/Bleeding/MASK/11206.npy
187,/root/StrokeDataset/Bleeding/PNG/11208.png,/root/StrokeDataset/Bleeding/MASK/11208.npy
188,/root/StrokeDataset/Bleeding/PNG/11210.png,/root/StrokeDataset/Bleeding/MASK/11210.npy
189,/root/StrokeDataset/Bleeding/PNG/11226.png,/root/StrokeDataset/Bleeding/MASK/11226.npy
190,/root/StrokeDataset/Bleeding/PNG/11227.png,/root/StrokeDataset/Bleeding/MASK/11227.npy
191,/root/StrokeDataset/Bleeding/PNG/11233.png,/root/StrokeDataset/Bleeding/MASK/11233.npy
192,/root/StrokeDataset/Bleeding/PNG/11243.png,/root/StrokeDataset/Bleeding/MASK/11243.npy
193,/root/StrokeDataset/Bleeding/PNG/11248.png,/root/StrokeDataset/Bleeding/MASK/11248.npy
194,/root/StrokeDataset/Bleeding/PNG/11254.png,/root/StrokeDataset/Bleeding/MASK/11254.npy
195,/root/StrokeDataset/Bleeding/PNG/11262.png,/root/StrokeDataset/Bleeding/MASK/11262.npy
196,/root/StrokeDataset/Bleeding/PNG/11266.png,/root/StrokeDataset/Bleeding/MASK/11266.npy
197,/root/StrokeDataset/Bleeding/PNG/11268.png,/root/StrokeDataset/Bleeding/MASK/11268.npy
198,/root/StrokeDataset/Bleeding/PNG/11272.png,/root/StrokeDataset/Bleeding/MASK/11272.npy
199,/root/StrokeDataset/Bleeding/PNG/11279.png,/root/StrokeDataset/Bleeding/MASK/11279.npy
200,/root/StrokeDataset/Bleeding/PNG/11294.png,/root/StrokeDataset/Bleeding/MASK/11294.npy
201,/root/StrokeDataset/Bleeding/PNG/11296.png,/root/StrokeDataset/Bleeding/MASK/11296.npy
202,/root/StrokeDataset/Bleeding/PNG/11301.png,/root/StrokeDataset/Bleeding/MASK/11301.npy
203,/root/StrokeDataset/Bleeding/PNG/11315.png,/root/StrokeDataset/Bleeding/MASK/11315.npy
204,/root/StrokeDataset/Bleeding/PNG/11316.png,/root/StrokeDataset/Bleeding/MASK/11316.npy
205,/root/StrokeDataset/Bleeding/PNG/11321.png,/root/StrokeDataset/Bleeding/MASK/11321.npy
206,/root/StrokeDataset/Bleeding/PNG/11350.png,/root/StrokeDataset/Bleeding/MASK/11350.npy
207,/root/StrokeDataset/Bleeding/PNG/11352.png,/root/StrokeDataset/Bleeding/MASK/11352.npy
208,/root/StrokeDataset/Bleeding/PNG/11359.png,/root/StrokeDataset/Bleeding/MASK/11359.npy
209,/root/StrokeDataset/Bleeding/PNG/11386.png,/root/StrokeDataset/Bleeding/MASK/11386.npy
210,/root/StrokeDataset/Bleeding/PNG/11394.png,/root/StrokeDataset/Bleeding/MASK/11394.npy
211,/root/StrokeDataset/Bleeding/PNG/11400.png,/root/StrokeDataset/Bleeding/MASK/11400.npy
212,/root/StrokeDataset/Bleeding/PNG/11412.png,/root/StrokeDataset/Bleeding/MASK/11412.npy
213,/root/StrokeDataset/Bleeding/PNG/11415.png,/root/StrokeDataset/Bleeding/MASK/11415.npy
214,/root/StrokeDataset/Bleeding/PNG/11420.png,/root/StrokeDataset/Bleeding/MASK/11420.npy
215,/root/StrokeDataset/Bleeding/PNG/11425.png,/root/StrokeDataset/Bleeding/MASK/11425.npy
216,/root/StrokeDataset/Bleeding/PNG/11462.png,/root/StrokeDataset/Bleeding/MASK/11462.npy
217,/root/StrokeDataset/Bleeding/PNG/11483.png,/root/StrokeDataset/Bleeding/MASK/11483.npy
218,/root/StrokeDataset/Bleeding/PNG/11491.png,/root/StrokeDataset/Bleeding/MASK/11491.npy
219,/root/StrokeDataset/Bleeding/PNG/11498.png,/root/StrokeDataset/Bleeding/MASK/11498.npy
220,/root/StrokeDataset/Bleeding/PNG/11501.png,/root/StrokeDataset/Bleeding/MASK/11501.npy
221,/root/StrokeDataset/Bleeding/PNG/11506.png,/root/StrokeDataset/Bleeding/MASK/11506.npy
222,/root/StrokeDataset/Bleeding/PNG/11510.png,/root/StrokeDataset/Bleeding/MASK/11510.npy
223,/root/StrokeDataset/Bleeding/PNG/11513.png,/root/StrokeDataset/Bleeding/MASK/11513.npy
224,/root/StrokeDataset/Bleeding/PNG/11516.png,/root/StrokeDataset/Bleeding/MASK/11516.npy
225,/root/StrokeDataset/Bleeding/PNG/11517.png,/root/StrokeDataset/Bleeding/MASK/11517.npy
226,/root/StrokeDataset/Bleeding/PNG/11518.png,/root/StrokeDataset/Bleeding/MASK/11518.npy
227,/root/StrokeDataset/Bleeding/PNG/11522.png,/root/StrokeDataset/Bleeding/MASK/11522.npy
228,/root/StrokeDataset/Bleeding/PNG/11523.png,/root/StrokeDataset/Bleeding/MASK/11523.npy
229,/root/StrokeDataset/Bleeding/PNG/11534.png,/root/StrokeDataset/Bleeding/MASK/11534.npy
230,/root/StrokeDataset/Bleeding/PNG/11535.png,/root/StrokeDataset/Bleeding/MASK/11535.npy
231,/root/StrokeDataset/Bleeding/PNG/11547.png,/root/StrokeDataset/Bleeding/MASK/11547.npy
232,/root/StrokeDataset/Bleeding/PNG/11548.png,/root/StrokeDataset/Bleeding/MASK/11548.npy
233,/root/StrokeDataset/Bleeding/PNG/11560.png,/root/StrokeDataset/Bleeding/MASK/11560.npy
234,/root/StrokeDataset/Bleeding/PNG/11561.png,/root/StrokeDataset/Bleeding/MASK/11561.npy
235,/root/StrokeDataset/Bleeding/PNG/11567.png,/root/StrokeDataset/Bleeding/MASK/11567.npy
236,/root/StrokeDataset/Bleeding/PNG/11573.png,/root/StrokeDataset/Bleeding/MASK/11573.npy
237,/root/StrokeDataset/Bleeding/PNG/11587.png,/root/StrokeDataset/Bleeding/MASK/11587.npy
238,/root/StrokeDataset/Bleeding/PNG/11592.png,/root/StrokeDataset/Bleeding/MASK/11592.npy
239,/root/StrokeDataset/Bleeding/PNG/11593.png,/root/StrokeDataset/Bleeding/MASK/11593.npy
240,/root/StrokeDataset/Bleeding/PNG/11598.png,/root/StrokeDataset/Bleeding/MASK/11598.npy
241,/root/StrokeDataset/Bleeding/PNG/11600.png,/root/StrokeDataset/Bleeding/MASK/11600.npy
242,/root/StrokeDataset/Bleeding/PNG/11615.png,/root/StrokeDataset/Bleeding/MASK/11615.npy
243,/root/StrokeDataset/Bleeding/PNG/11622.png,/root/StrokeDataset/Bleeding/MASK/11622.npy
244,/root/StrokeDataset/Bleeding/PNG/11636.png,/root/StrokeDataset/Bleeding/MASK/11636.npy
245,/root/StrokeDataset/Bleeding/PNG/11649.png,/root/StrokeDataset/Bleeding/MASK/11649.npy
246,/root/StrokeDataset/Bleeding/PNG/11650.png,/root/StrokeDataset/Bleeding/MASK/11650.npy
247,/root/StrokeDataset/Bleeding/PNG/11653.png,/root/StrokeDataset/Bleeding/MASK/11653.npy
248,/root/StrokeDataset/Bleeding/PNG/11659.png,/root/StrokeDataset/Bleeding/MASK/11659.npy
249,/root/StrokeDataset/Bleeding/PNG/11662.png,/root/StrokeDataset/Bleeding/MASK/11662.npy
250,/root/StrokeDataset/Bleeding/PNG/11671.png,/root/StrokeDataset/Bleeding/MASK/11671.npy
251,/root/StrokeDataset/Bleeding/PNG/11674.png,/root/StrokeDataset/Bleeding/MASK/11674.npy
252,/root/StrokeDataset/Bleeding/PNG/11677.png,/root/StrokeDataset/Bleeding/MASK/11677.npy
253,/root/StrokeDataset/Bleeding/PNG/11683.png,/root/StrokeDataset/Bleeding/MASK/11683.npy
