,PNG,MASK
32,/root/StrokeDataset/Ischemia/PNG/10236.png,/root/StrokeDataset/Ischemia/MASK/10236.npy
33,/root/StrokeDataset/Ischemia/PNG/10238.png,/root/StrokeDataset/Ischemia/MASK/10238.npy
34,/root/StrokeDataset/Ischemia/PNG/10242.png,/root/StrokeDataset/Ischemia/MASK/10242.npy
35,/root/StrokeDataset/Ischemia/PNG/10248.png,/root/StrokeDataset/Ischemia/MASK/10248.npy
36,/root/StrokeDataset/Ischemia/PNG/10262.png,/root/StrokeDataset/Ischemia/MASK/10262.npy
37,/root/StrokeDataset/Ischemia/PNG/10263.png,/root/StrokeDataset/Ischemia/MASK/10263.npy
38,/root/StrokeDataset/Ischemia/PNG/10268.png,/root/StrokeDataset/Ischemia/MASK/10268.npy
39,/root/StrokeDataset/Ischemia/PNG/10273.png,/root/StrokeDataset/Ischemia/MASK/10273.npy
40,/root/StrokeDataset/Ischemia/PNG/10280.png,/root/StrokeDataset/Ischemia/MASK/10280.npy
41,/root/StrokeDataset/Ischemia/PNG/10289.png,/root/StrokeDataset/Ischemia/MASK/10289.npy
42,/root/StrokeDataset/Ischemia/PNG/10290.png,/root/StrokeDataset/Ischemia/MASK/10290.npy
43,/root/StrokeDataset/Ischemia/PNG/10296.png,/root/StrokeDataset/Ischemia/MASK/10296.npy
44,/root/StrokeDataset/Ischemia/PNG/10298.png,/root/StrokeDataset/Ischemia/MASK/10298.npy
45,/root/StrokeDataset/Ischemia/PNG/10307.png,/root/StrokeDataset/Ischemia/MASK/10307.npy
46,/root/StrokeDataset/Ischemia/PNG/10323.png,/root/StrokeDataset/Ischemia/MASK/10323.npy
47,/root/StrokeDataset/Ischemia/PNG/10351.png,/root/StrokeDataset/Ischemia/MASK/10351.npy
48,/root/StrokeDataset/Ischemia/PNG/10354.png,/root/StrokeDataset/Ischemia/MASK/10354.npy
49,/root/StrokeDataset/Ischemia/PNG/10355.png,/root/StrokeDataset/Ischemia/MASK/10355.npy
50,/root/StrokeDataset/Ischemia/PNG/10356.png,/root/StrokeDataset/Ischemia/MASK/10356.npy
51,/root/StrokeDataset/Ischemia/PNG/10363.png,/root/StrokeDataset/Ischemia/MASK/10363.npy
52,/root/StrokeDataset/Ischemia/PNG/10364.png,/root/StrokeDataset/Ischemia/MASK/10364.npy
53,/root/StrokeDataset/Ischemia/PNG/10367.png,/root/StrokeDataset/Ischemia/MASK/10367.npy
54,/root/StrokeDataset/Ischemia/PNG/10372.png,/root/StrokeDataset/Ischemia/MASK/10372.npy
55,/root/StrokeDataset/Ischemia/PNG/10377.png,/root/StrokeDataset/Ischemia/MASK/10377.npy
56,/root/StrokeDataset/Ischemia/PNG/10391.png,/root/StrokeDataset/Ischemia/MASK/10391.npy
57,/root/StrokeDataset/Ischemia/PNG/10399.png,/root/StrokeDataset/Ischemia/MASK/10399.npy
58,/root/StrokeDataset/Ischemia/PNG/10403.png,/root/StrokeDataset/Ischemia/MASK/10403.npy
59,/root/StrokeDataset/Ischemia/PNG/10418.png,/root/StrokeDataset/Ischemia/MASK/10418.npy
60,/root/StrokeDataset/Ischemia/PNG/10436.png,/root/StrokeDataset/Ischemia/MASK/10436.npy
61,/root/StrokeDataset/Ischemia/PNG/10438.png,/root/StrokeDataset/Ischemia/MASK/10438.npy
62,/root/StrokeDataset/Ischemia/PNG/10444.png,/root/StrokeDataset/Ischemia/MASK/10444.npy
63,/root/StrokeDataset/Ischemia/PNG/10446.png,/root/StrokeDataset/Ischemia/MASK/10446.npy
64,/root/StrokeDataset/Ischemia/PNG/10447.png,/root/StrokeDataset/Ischemia/MASK/10447.npy
65,/root/StrokeDataset/Ischemia/PNG/10448.png,/root/StrokeDataset/Ischemia/MASK/10448.npy
66,/root/StrokeDataset/Ischemia/PNG/10453.png,/root/StrokeDataset/Ischemia/MASK/10453.npy
67,/root/StrokeDataset/Ischemia/PNG/10459.png,/root/StrokeDataset/Ischemia/MASK/10459.npy
68,/root/StrokeDataset/Ischemia/PNG/10460.png,/root/StrokeDataset/Ischemia/MASK/10460.npy
69,/root/StrokeDataset/Ischemia/PNG/10466.png,/root/StrokeDataset/Ischemia/MASK/10466.npy
70,/root/StrokeDataset/Ischemia/PNG/10477.png,/root/StrokeDataset/Ischemia/MASK/10477.npy
71,/root/StrokeDataset/Ischemia/PNG/10479.png,/root/StrokeDataset/Ischemia/MASK/10479.npy
72,/root/StrokeDataset/Ischemia/PNG/10485.png,/root/StrokeDataset/Ischemia/MASK/10485.npy
73,/root/StrokeDataset/Ischemia/PNG/10486.png,/root/StrokeDataset/Ischemia/MASK/10486.npy
74,/root/StrokeDataset/Ischemia/PNG/10487.png,/root/StrokeDataset/Ischemia/MASK/10487.npy
75,/root/StrokeDataset/Ischemia/PNG/10489.png,/root/StrokeDataset/Ischemia/MASK/10489.npy
76,/root/StrokeDataset/Ischemia/PNG/10499.png,/root/StrokeDataset/Ischemia/MASK/10499.npy
77,/root/StrokeDataset/Ischemia/PNG/10507.png,/root/StrokeDataset/Ischemia/MASK/10507.npy
78,/root/StrokeDataset/Ischemia/PNG/10513.png,/root/StrokeDataset/Ischemia/MASK/10513.npy
79,/root/StrokeDataset/Ischemia/PNG/10518.png,/root/StrokeDataset/Ischemia/MASK/10518.npy
80,/root/StrokeDataset/Ischemia/PNG/10519.png,/root/StrokeDataset/Ischemia/MASK/10519.npy
81,/root/StrokeDataset/Ischemia/PNG/10525.png,/root/StrokeDataset/Ischemia/MASK/10525.npy
82,/root/StrokeDataset/Ischemia/PNG/10532.png,/root/StrokeDataset/Ischemia/MASK/10532.npy
83,/root/StrokeDataset/Ischemia/PNG/10538.png,/root/StrokeDataset/Ischemia/MASK/10538.npy
84,/root/StrokeDataset/Ischemia/PNG/10561.png,/root/StrokeDataset/Ischemia/MASK/10561.npy
85,/root/StrokeDataset/Ischemia/PNG/10567.png,/root/StrokeDataset/Ischemia/MASK/10567.npy
86,/root/StrokeDataset/Ischemia/PNG/10568.png,/root/StrokeDataset/Ischemia/MASK/10568.npy
87,/root/StrokeDataset/Ischemia/PNG/10575.png,/root/StrokeDataset/Ischemia/MASK/10575.npy
88,/root/StrokeDataset/Ischemia/PNG/10586.png,/root/StrokeDataset/Ischemia/MASK/10586.npy
89,/root/StrokeDataset/Ischemia/PNG/10594.png,/root/StrokeDataset/Ischemia/MASK/10594.npy
90,/root/StrokeDataset/Ischemia/PNG/10599.png,/root/StrokeDataset/Ischemia/MASK/10599.npy
91,/root/StrokeDataset/Ischemia/PNG/10600.png,/root/StrokeDataset/Ischemia/MASK/10600.npy
92,/root/StrokeDataset/Ischemia/PNG/10618.png,/root/StrokeDataset/Ischemia/MASK/10618.npy
93,/root/StrokeDataset/Ischemia/PNG/10622.png,/root/StrokeDataset/Ischemia/MASK/10622.npy
94,/root/StrokeDataset/Ischemia/PNG/10635.png,/root/StrokeDataset/Ischemia/MASK/10635.npy
95,/root/StrokeDataset/Ischemia/PNG/10637.png,/root/StrokeDataset/Ischemia/MASK/10637.npy
96,/root/StrokeDataset/Ischemia/PNG/10642.png,/root/StrokeDataset/Ischemia/MASK/10642.npy
97,/root/StrokeDataset/Ischemia/PNG/10645.png,/root/StrokeDataset/Ischemia/MASK/10645.npy
98,/root/StrokeDataset/Ischemia/PNG/10648.png,/root/StrokeDataset/Ischemia/MASK/10648.npy
99,/root/StrokeDataset/Ischemia/PNG/10650.png,/root/StrokeDataset/Ischemia/MASK/10650.npy
100,/root/StrokeDataset/Ischemia/PNG/10657.png,/root/StrokeDataset/Ischemia/MASK/10657.npy
101,/root/StrokeDataset/Ischemia/PNG/10671.png,/root/StrokeDataset/Ischemia/MASK/10671.npy
102,/root/StrokeDataset/Ischemia/PNG/10682.png,/root/StrokeDataset/Ischemia/MASK/10682.npy
103,/root/StrokeDataset/Ischemia/PNG/10690.png,/root/StrokeDataset/Ischemia/MASK/10690.npy
104,/root/StrokeDataset/Ischemia/PNG/10694.png,/root/StrokeDataset/Ischemia/MASK/10694.npy
105,/root/StrokeDataset/Ischemia/PNG/10697.png,/root/StrokeDataset/Ischemia/MASK/10697.npy
106,/root/StrokeDataset/Ischemia/PNG/10702.png,/root/StrokeDataset/Ischemia/MASK/10702.npy
107,/root/StrokeDataset/Ischemia/PNG/10705.png,/root/StrokeDataset/Ischemia/MASK/10705.npy
108,/root/StrokeDataset/Ischemia/PNG/10713.png,/root/StrokeDataset/Ischemia/MASK/10713.npy
109,/root/StrokeDataset/Ischemia/PNG/10726.png,/root/StrokeDataset/Ischemia/MASK/10726.npy
110,/root/StrokeDataset/Ischemia/PNG/10729.png,/root/StrokeDataset/Ischemia/MASK/10729.npy
111,/root/StrokeDataset/Ischemia/PNG/10734.png,/root/StrokeDataset/Ischemia/MASK/10734.npy
112,/root/StrokeDataset/Ischemia/PNG/10737.png,/root/StrokeDataset/Ischemia/MASK/10737.npy
113,/root/StrokeDataset/Ischemia/PNG/10747.png,/root/StrokeDataset/Ischemia/MASK/10747.npy
114,/root/StrokeDataset/Ischemia/PNG/10754.png,/root/StrokeDataset/Ischemia/MASK/10754.npy
115,/root/StrokeDataset/Ischemia/PNG/10755.png,/root/StrokeDataset/Ischemia/MASK/10755.npy
116,/root/StrokeDataset/Ischemia/PNG/10761.png,/root/StrokeDataset/Ischemia/MASK/10761.npy
117,/root/StrokeDataset/Ischemia/PNG/10765.png,/root/StrokeDataset/Ischemia/MASK/10765.npy
118,/root/StrokeDataset/Ischemia/PNG/10769.png,/root/StrokeDataset/Ischemia/MASK/10769.npy
119,/root/StrokeDataset/Ischemia/PNG/10771.png,/root/StrokeDataset/Ischemia/MASK/10771.npy
120,/root/StrokeDataset/Ischemia/PNG/10777.png,/root/StrokeDataset/Ischemia/MASK/10777.npy
121,/root/StrokeDataset/Ischemia/PNG/10791.png,/root/StrokeDataset/Ischemia/MASK/10791.npy
122,/root/StrokeDataset/Ischemia/PNG/10795.png,/root/StrokeDataset/Ischemia/MASK/10795.npy
123,/root/StrokeDataset/Ischemia/PNG/10796.png,/root/StrokeDataset/Ischemia/MASK/10796.npy
124,/root/StrokeDataset/Ischemia/PNG/10797.png,/root/StrokeDataset/Ischemia/MASK/10797.npy
125,/root/StrokeDataset/Ischemia/PNG/10808.png,/root/StrokeDataset/Ischemia/MASK/10808.npy
126,/root/StrokeDataset/Ischemia/PNG/10815.png,/root/StrokeDataset/Ischemia/MASK/10815.npy
127,/root/StrokeDataset/Ischemia/PNG/10845.png,/root/StrokeDataset/Ischemia/MASK/10845.npy
128,/root/StrokeDataset/Ischemia/PNG/10846.png,/root/StrokeDataset/Ischemia/MASK/10846.npy
129,/root/StrokeDataset/Ischemia/PNG/10852.png,/root/StrokeDataset/Ischemia/MASK/10852.npy
130,/root/StrokeDataset/Ischemia/PNG/10858.png,/root/StrokeDataset/Ischemia/MASK/10858.npy
131,/root/StrokeDataset/Ischemia/PNG/10867.png,/root/StrokeDataset/Ischemia/MASK/10867.npy
132,/root/StrokeDataset/Ischemia/PNG/10868.png,/root/StrokeDataset/Ischemia/MASK/10868.npy
133,/root/StrokeDataset/Ischemia/PNG/10884.png,/root/StrokeDataset/Ischemia/MASK/10884.npy
134,/root/StrokeDataset/Ischemia/PNG/10907.png,/root/StrokeDataset/Ischemia/MASK/10907.npy
135,/root/StrokeDataset/Ischemia/PNG/10920.png,/root/StrokeDataset/Ischemia/MASK/10920.npy
136,/root/StrokeDataset/Ischemia/PNG/10926.png,/root/StrokeDataset/Ischemia/MASK/10926.npy
137,/root/StrokeDataset/Ischemia/PNG/10928.png,/root/StrokeDataset/Ischemia/MASK/10928.npy
138,/root/StrokeDataset/Ischemia/PNG/10931.png,/root/StrokeDataset/Ischemia/MASK/10931.npy
139,/root/StrokeDataset/Ischemia/PNG/10933.png,/root/StrokeDataset/Ischemia/MASK/10933.npy
140,/root/StrokeDataset/Ischemia/PNG/10937.png,/root/StrokeDataset/Ischemia/MASK/10937.npy
141,/root/StrokeDataset/Ischemia/PNG/10943.png,/root/StrokeDataset/Ischemia/MASK/10943.npy
142,/root/StrokeDataset/Ischemia/PNG/10952.png,/root/StrokeDataset/Ischemia/MASK/10952.npy
143,/root/StrokeDataset/Ischemia/PNG/10954.png,/root/StrokeDataset/Ischemia/MASK/10954.npy
144,/root/StrokeDataset/Ischemia/PNG/10956.png,/root/StrokeDataset/Ischemia/MASK/10956.npy
145,/root/StrokeDataset/Ischemia/PNG/10960.png,/root/StrokeDataset/Ischemia/MASK/10960.npy
146,/root/StrokeDataset/Ischemia/PNG/10961.png,/root/StrokeDataset/Ischemia/MASK/10961.npy
147,/root/StrokeDataset/Ischemia/PNG/10962.png,/root/StrokeDataset/Ischemia/MASK/10962.npy
148,/root/StrokeDataset/Ischemia/PNG/10963.png,/root/StrokeDataset/Ischemia/MASK/10963.npy
149,/root/StrokeDataset/Ischemia/PNG/10967.png,/root/StrokeDataset/Ischemia/MASK/10967.npy
150,/root/StrokeDataset/Ischemia/PNG/10977.png,/root/StrokeDataset/Ischemia/MASK/10977.npy
151,/root/StrokeDataset/Ischemia/PNG/10980.png,/root/StrokeDataset/Ischemia/MASK/10980.npy
152,/root/StrokeDataset/Ischemia/PNG/10981.png,/root/StrokeDataset/Ischemia/MASK/10981.npy
153,/root/StrokeDataset/Ischemia/PNG/10989.png,/root/StrokeDataset/Ischemia/MASK/10989.npy
154,/root/StrokeDataset/Ischemia/PNG/10992.png,/root/StrokeDataset/Ischemia/MASK/10992.npy
155,/root/StrokeDataset/Ischemia/PNG/11007.png,/root/StrokeDataset/Ischemia/MASK/11007.npy
156,/root/StrokeDataset/Ischemia/PNG/11008.png,/root/StrokeDataset/Ischemia/MASK/11008.npy
157,/root/StrokeDataset/Ischemia/PNG/11010.png,/root/StrokeDataset/Ischemia/MASK/11010.npy
158,/root/StrokeDataset/Ischemia/PNG/11019.png,/root/StrokeDataset/Ischemia/MASK/11019.npy
159,/root/StrokeDataset/Ischemia/PNG/11020.png,/root/StrokeDataset/Ischemia/MASK/11020.npy
160,/root/StrokeDataset/Ischemia/PNG/11028.png,/root/StrokeDataset/Ischemia/MASK/11028.npy
161,/root/StrokeDataset/Ischemia/PNG/11033.png,/root/StrokeDataset/Ischemia/MASK/11033.npy
162,/root/StrokeDataset/Ischemia/PNG/11036.png,/root/StrokeDataset/Ischemia/MASK/11036.npy
163,/root/StrokeDataset/Ischemia/PNG/11041.png,/root/StrokeDataset/Ischemia/MASK/11041.npy
164,/root/StrokeDataset/Ischemia/PNG/11046.png,/root/StrokeDataset/Ischemia/MASK/11046.npy
165,/root/StrokeDataset/Ischemia/PNG/11052.png,/root/StrokeDataset/Ischemia/MASK/11052.npy
166,/root/StrokeDataset/Ischemia/PNG/11055.png,/root/StrokeDataset/Ischemia/MASK/11055.npy
167,/root/StrokeDataset/Ischemia/PNG/11086.png,/root/StrokeDataset/Ischemia/MASK/11086.npy
168,/root/StrokeDataset/Ischemia/PNG/11091.png,/root/StrokeDataset/Ischemia/MASK/11091.npy
169,/root/StrokeDataset/Ischemia/PNG/11101.png,/root/StrokeDataset/Ischemia/MASK/11101.npy
170,/root/StrokeDataset/Ischemia/PNG/11103.png,/root/StrokeDataset/Ischemia/MASK/11103.npy
171,/root/StrokeDataset/Ischemia/PNG/11106.png,/root/StrokeDataset/Ischemia/MASK/11106.npy
172,/root/StrokeDataset/Ischemia/PNG/11113.png,/root/StrokeDataset/Ischemia/MASK/11113.npy
173,/root/StrokeDataset/Ischemia/PNG/11115.png,/root/StrokeDataset/Ischemia/MASK/11115.npy
174,/root/StrokeDataset/Ischemia/PNG/11118.png,/root/StrokeDataset/Ischemia/MASK/11118.npy
175,/root/StrokeDataset/Ischemia/PNG/11134.png,/root/StrokeDataset/Ischemia/MASK/11134.npy
176,/root/StrokeDataset/Ischemia/PNG/11139.png,/root/StrokeDataset/Ischemia/MASK/11139.npy
177,/root/StrokeDataset/Ischemia/PNG/11151.png,/root/StrokeDataset/Ischemia/MASK/11151.npy
178,/root/StrokeDataset/Ischemia/PNG/11153.png,/root/StrokeDataset/Ischemia/MASK/11153.npy
179,/root/StrokeDataset/Ischemia/PNG/11154.png,/root/StrokeDataset/Ischemia/MASK/11154.npy
180,/root/StrokeDataset/Ischemia/PNG/11156.png,/root/StrokeDataset/Ischemia/MASK/11156.npy
181,/root/StrokeDataset/Ischemia/PNG/11159.png,/root/StrokeDataset/Ischemia/MASK/11159.npy
182,/root/StrokeDataset/Ischemia/PNG/11161.png,/root/StrokeDataset/Ischemia/MASK/11161.npy
183,/root/StrokeDataset/Ischemia/PNG/11166.png,/root/StrokeDataset/Ischemia/MASK/11166.npy
184,/root/StrokeDataset/Ischemia/PNG/11171.png,/root/StrokeDataset/Ischemia/MASK/11171.npy
185,/root/StrokeDataset/Ischemia/PNG/11184.png,/root/StrokeDataset/Ischemia/MASK/11184.npy
186,/root/StrokeDataset/Ischemia/PNG/11195.png,/root/StrokeDataset/Ischemia/MASK/11195.npy
187,/root/StrokeDataset/Ischemia/PNG/11200.png,/root/StrokeDataset/Ischemia/MASK/11200.npy
188,/root/StrokeDataset/Ischemia/PNG/11202.png,/root/StrokeDataset/Ischemia/MASK/11202.npy
189,/root/StrokeDataset/Ischemia/PNG/11209.png,/root/StrokeDataset/Ischemia/MASK/11209.npy
190,/root/StrokeDataset/Ischemia/PNG/11211.png,/root/StrokeDataset/Ischemia/MASK/11211.npy
191,/root/StrokeDataset/Ischemia/PNG/11220.png,/root/StrokeDataset/Ischemia/MASK/11220.npy
192,/root/StrokeDataset/Ischemia/PNG/11224.png,/root/StrokeDataset/Ischemia/MASK/11224.npy
193,/root/StrokeDataset/Ischemia/PNG/11225.png,/root/StrokeDataset/Ischemia/MASK/11225.npy
194,/root/StrokeDataset/Ischemia/PNG/11230.png,/root/StrokeDataset/Ischemia/MASK/11230.npy
195,/root/StrokeDataset/Ischemia/PNG/11235.png,/root/StrokeDataset/Ischemia/MASK/11235.npy
196,/root/StrokeDataset/Ischemia/PNG/11237.png,/root/StrokeDataset/Ischemia/MASK/11237.npy
197,/root/StrokeDataset/Ischemia/PNG/11238.png,/root/StrokeDataset/Ischemia/MASK/11238.npy
198,/root/StrokeDataset/Ischemia/PNG/11249.png,/root/StrokeDataset/Ischemia/MASK/11249.npy
199,/root/StrokeDataset/Ischemia/PNG/11250.png,/root/StrokeDataset/Ischemia/MASK/11250.npy
200,/root/StrokeDataset/Ischemia/PNG/11257.png,/root/StrokeDataset/Ischemia/MASK/11257.npy
201,/root/StrokeDataset/Ischemia/PNG/11260.png,/root/StrokeDataset/Ischemia/MASK/11260.npy
202,/root/StrokeDataset/Ischemia/PNG/11267.png,/root/StrokeDataset/Ischemia/MASK/11267.npy
203,/root/StrokeDataset/Ischemia/PNG/11271.png,/root/StrokeDataset/Ischemia/MASK/11271.npy
204,/root/StrokeDataset/Ischemia/PNG/11275.png,/root/StrokeDataset/Ischemia/MASK/11275.npy
205,/root/StrokeDataset/Ischemia/PNG/11282.png,/root/StrokeDataset/Ischemia/MASK/11282.npy
206,/root/StrokeDataset/Ischemia/PNG/11284.png,/root/StrokeDataset/Ischemia/MASK/11284.npy
207,/root/StrokeDataset/Ischemia/PNG/11285.png,/root/StrokeDataset/Ischemia/MASK/11285.npy
208,/root/StrokeDataset/Ischemia/PNG/11299.png,/root/StrokeDataset/Ischemia/MASK/11299.npy
209,/root/StrokeDataset/Ischemia/PNG/11300.png,/root/StrokeDataset/Ischemia/MASK/11300.npy
210,/root/StrokeDataset/Ischemia/PNG/11303.png,/root/StrokeDataset/Ischemia/MASK/11303.npy
211,/root/StrokeDataset/Ischemia/PNG/11312.png,/root/StrokeDataset/Ischemia/MASK/11312.npy
212,/root/StrokeDataset/Ischemia/PNG/11314.png,/root/StrokeDataset/Ischemia/MASK/11314.npy
213,/root/StrokeDataset/Ischemia/PNG/11320.png,/root/StrokeDataset/Ischemia/MASK/11320.npy
214,/root/StrokeDataset/Ischemia/PNG/11323.png,/root/StrokeDataset/Ischemia/MASK/11323.npy
215,/root/StrokeDataset/Ischemia/PNG/11326.png,/root/StrokeDataset/Ischemia/MASK/11326.npy
216,/root/StrokeDataset/Ischemia/PNG/11327.png,/root/StrokeDataset/Ischemia/MASK/11327.npy
217,/root/StrokeDataset/Ischemia/PNG/11331.png,/root/StrokeDataset/Ischemia/MASK/11331.npy
218,/root/StrokeDataset/Ischemia/PNG/11333.png,/root/StrokeDataset/Ischemia/MASK/11333.npy
219,/root/StrokeDataset/Ischemia/PNG/11335.png,/root/StrokeDataset/Ischemia/MASK/11335.npy
220,/root/StrokeDataset/Ischemia/PNG/11337.png,/root/StrokeDataset/Ischemia/MASK/11337.npy
221,/root/StrokeDataset/Ischemia/PNG/11340.png,/root/StrokeDataset/Ischemia/MASK/11340.npy
222,/root/StrokeDataset/Ischemia/PNG/11353.png,/root/StrokeDataset/Ischemia/MASK/11353.npy
223,/root/StrokeDataset/Ischemia/PNG/11355.png,/root/StrokeDataset/Ischemia/MASK/11355.npy
224,/root/StrokeDataset/Ischemia/PNG/11364.png,/root/StrokeDataset/Ischemia/MASK/11364.npy
225,/root/StrokeDataset/Ischemia/PNG/11375.png,/root/StrokeDataset/Ischemia/MASK/11375.npy
226,/root/StrokeDataset/Ischemia/PNG/11377.png,/root/StrokeDataset/Ischemia/MASK/11377.npy
227,/root/StrokeDataset/Ischemia/PNG/11380.png,/root/StrokeDataset/Ischemia/MASK/11380.npy
228,/root/StrokeDataset/Ischemia/PNG/11381.png,/root/StrokeDataset/Ischemia/MASK/11381.npy
229,/root/StrokeDataset/Ischemia/PNG/11390.png,/root/StrokeDataset/Ischemia/MASK/11390.npy
230,/root/StrokeDataset/Ischemia/PNG/11393.png,/root/StrokeDataset/Ischemia/MASK/11393.npy
231,/root/StrokeDataset/Ischemia/PNG/11399.png,/root/StrokeDataset/Ischemia/MASK/11399.npy
232,/root/StrokeDataset/Ischemia/PNG/11403.png,/root/StrokeDataset/Ischemia/MASK/11403.npy
233,/root/StrokeDataset/Ischemia/PNG/11417.png,/root/StrokeDataset/Ischemia/MASK/11417.npy
234,/root/StrokeDataset/Ischemia/PNG/11424.png,/root/StrokeDataset/Ischemia/MASK/11424.npy
235,/root/StrokeDataset/Ischemia/PNG/11427.png,/root/StrokeDataset/Ischemia/MASK/11427.npy
236,/root/StrokeDataset/Ischemia/PNG/11430.png,/root/StrokeDataset/Ischemia/MASK/11430.npy
237,/root/StrokeDataset/Ischemia/PNG/11432.png,/root/StrokeDataset/Ischemia/MASK/11432.npy
238,/root/StrokeDataset/Ischemia/PNG/11433.png,/root/StrokeDataset/Ischemia/MASK/11433.npy
239,/root/StrokeDataset/Ischemia/PNG/11443.png,/root/StrokeDataset/Ischemia/MASK/11443.npy
240,/root/StrokeDataset/Ischemia/PNG/11457.png,/root/StrokeDataset/Ischemia/MASK/11457.npy
241,/root/StrokeDataset/Ischemia/PNG/11466.png,/root/StrokeDataset/Ischemia/MASK/11466.npy
242,/root/StrokeDataset/Ischemia/PNG/11471.png,/root/StrokeDataset/Ischemia/MASK/11471.npy
243,/root/StrokeDataset/Ischemia/PNG/11478.png,/root/StrokeDataset/Ischemia/MASK/11478.npy
244,/root/StrokeDataset/Ischemia/PNG/11480.png,/root/StrokeDataset/Ischemia/MASK/11480.npy
245,/root/StrokeDataset/Ischemia/PNG/11485.png,/root/StrokeDataset/Ischemia/MASK/11485.npy
246,/root/StrokeDataset/Ischemia/PNG/11490.png,/root/StrokeDataset/Ischemia/MASK/11490.npy
247,/root/StrokeDataset/Ischemia/PNG/11492.png,/root/StrokeDataset/Ischemia/MASK/11492.npy
248,/root/StrokeDataset/Ischemia/PNG/11504.png,/root/StrokeDataset/Ischemia/MASK/11504.npy
249,/root/StrokeDataset/Ischemia/PNG/11521.png,/root/StrokeDataset/Ischemia/MASK/11521.npy
250,/root/StrokeDataset/Ischemia/PNG/11536.png,/root/StrokeDataset/Ischemia/MASK/11536.npy
251,/root/StrokeDataset/Ischemia/PNG/11545.png,/root/StrokeDataset/Ischemia/MASK/11545.npy
252,/root/StrokeDataset/Ischemia/PNG/11551.png,/root/StrokeDataset/Ischemia/MASK/11551.npy
253,/root/StrokeDataset/Ischemia/PNG/11552.png,/root/StrokeDataset/Ischemia/MASK/11552.npy
