,Iamge Path,Iamge Label
70,/root/StrokeDataset/Bleeding/PNG/13160.png,2
71,/root/StrokeDataset/Ischemia/PNG/14036.png,1
72,/root/StrokeDataset/Normal/PNG/15663.png,0
73,/root/StrokeDataset/Normal/PNG/10428.png,0
74,/root/StrokeDataset/Normal/PNG/11895.png,0
75,/root/StrokeDataset/Ischemia/PNG/13409.png,1
76,/root/StrokeDataset/Ischemia/PNG/11033.png,1
77,/root/StrokeDataset/Normal/PNG/13219.png,0
78,/root/StrokeDataset/Ischemia/PNG/13174.png,1
79,/root/StrokeDataset/Normal/PNG/10133.png,0
80,/root/StrokeDataset/Normal/PNG/13707.png,0
81,/root/StrokeDataset/Ischemia/PNG/10694.png,1
82,/root/StrokeDataset/Bleeding/PNG/13424.png,2
83,/root/StrokeDataset/Normal/PNG/13832.png,0
84,/root/StrokeDataset/Bleeding/PNG/15569.png,2
85,/root/StrokeDataset/Normal/PNG/10411.png,0
86,/root/StrokeDataset/Normal/PNG/11876.png,0
87,/root/StrokeDataset/Normal/PNG/10084.png,0
88,/root/StrokeDataset/Bleeding/PNG/14133.png,2
89,/root/StrokeDataset/Normal/PNG/14231.png,0
90,/root/StrokeDataset/Bleeding/PNG/16867.png,2
91,/root/StrokeDataset/Normal/PNG/16937.png,0
92,/root/StrokeDataset/Ischemia/PNG/17015.png,1
93,/root/StrokeDataset/Ischemia/PNG/15650.png,1
94,/root/StrokeDataset/Bleeding/PNG/10214.png,2
95,/root/StrokeDataset/Normal/PNG/15317.png,0
96,/root/StrokeDataset/Normal/PNG/16957.png,0
97,/root/StrokeDataset/Ischemia/PNG/14224.png,1
98,/root/StrokeDataset/Bleeding/PNG/14872.png,2
99,/root/StrokeDataset/Normal/PNG/15882.png,0
100,/root/StrokeDataset/Normal/PNG/13847.png,0
101,/root/StrokeDataset/Normal/PNG/10862.png,0
102,/root/StrokeDataset/Normal/PNG/15127.png,0
103,/root/StrokeDataset/Normal/PNG/13086.png,0
104,/root/StrokeDataset/Normal/PNG/11473.png,0
105,/root/StrokeDataset/Ischemia/PNG/15040.png,1
106,/root/StrokeDataset/Normal/PNG/11426.png,0
107,/root/StrokeDataset/Normal/PNG/17010.png,0
108,/root/StrokeDataset/Normal/PNG/11828.png,0
109,/root/StrokeDataset/Normal/PNG/12113.png,0
110,/root/StrokeDataset/Normal/PNG/13432.png,0
111,/root/StrokeDataset/Normal/PNG/14349.png,0
112,/root/StrokeDataset/Normal/PNG/13661.png,0
113,/root/StrokeDataset/Bleeding/PNG/14012.png,2
114,/root/StrokeDataset/Normal/PNG/15291.png,0
115,/root/StrokeDataset/Normal/PNG/12826.png,0
116,/root/StrokeDataset/Normal/PNG/14434.png,0
117,/root/StrokeDataset/Ischemia/PNG/14784.png,1
118,/root/StrokeDataset/Normal/PNG/15746.png,0
119,/root/StrokeDataset/Normal/PNG/16826.png,0
120,/root/StrokeDataset/Normal/PNG/12801.png,0
121,/root/StrokeDataset/Bleeding/PNG/15985.png,2
122,/root/StrokeDataset/Normal/PNG/11850.png,0
123,/root/StrokeDataset/Bleeding/PNG/14953.png,2
124,/root/StrokeDataset/Ischemia/PNG/15765.png,1
125,/root/StrokeDataset/Normal/PNG/16658.png,0
126,/root/StrokeDataset/Bleeding/PNG/14629.png,2
127,/root/StrokeDataset/Normal/PNG/14436.png,0
128,/root/StrokeDataset/Bleeding/PNG/16080.png,2
129,/root/StrokeDataset/Normal/PNG/16906.png,0
130,/root/StrokeDataset/Ischemia/PNG/15507.png,1
131,/root/StrokeDataset/Normal/PNG/12476.png,0
132,/root/StrokeDataset/Normal/PNG/10161.png,0
133,/root/StrokeDataset/Normal/PNG/12528.png,0
134,/root/StrokeDataset/Ischemia/PNG/13217.png,1
135,/root/StrokeDataset/Bleeding/PNG/12048.png,2
136,/root/StrokeDataset/Normal/PNG/12790.png,0
137,/root/StrokeDataset/Bleeding/PNG/13276.png,2
138,/root/StrokeDataset/Normal/PNG/11449.png,0
139,/root/StrokeDataset/Normal/PNG/16347.png,0
140,/root/StrokeDataset/Ischemia/PNG/11323.png,1
141,/root/StrokeDataset/Bleeding/PNG/15272.png,2
142,/root/StrokeDataset/Normal/PNG/14052.png,0
143,/root/StrokeDataset/Normal/PNG/16639.png,0
144,/root/StrokeDataset/Ischemia/PNG/14912.png,1
145,/root/StrokeDataset/Ischemia/PNG/13011.png,1
146,/root/StrokeDataset/Normal/PNG/12148.png,0
147,/root/StrokeDataset/Normal/PNG/14977.png,0
148,/root/StrokeDataset/Ischemia/PNG/10153.png,1
149,/root/StrokeDataset/Normal/PNG/16402.png,0
150,/root/StrokeDataset/Normal/PNG/14507.png,0
151,/root/StrokeDataset/Normal/PNG/10533.png,0
152,/root/StrokeDataset/Normal/PNG/14678.png,0
153,/root/StrokeDataset/Normal/PNG/11865.png,0
154,/root/StrokeDataset/Normal/PNG/11089.png,0
155,/root/StrokeDataset/Normal/PNG/11178.png,0
156,/root/StrokeDataset/Normal/PNG/13549.png,0
157,/root/StrokeDataset/Ischemia/PNG/11151.png,1
158,/root/StrokeDataset/Normal/PNG/15387.png,0
159,/root/StrokeDataset/Normal/PNG/16649.png,0
160,/root/StrokeDataset/Bleeding/PNG/15880.png,2
161,/root/StrokeDataset/Normal/PNG/10496.png,0
162,/root/StrokeDataset/Normal/PNG/16270.png,0
163,/root/StrokeDataset/Normal/PNG/15074.png,0
164,/root/StrokeDataset/Normal/PNG/14837.png,0
165,/root/StrokeDataset/Normal/PNG/13986.png,0
166,/root/StrokeDataset/Bleeding/PNG/13749.png,2
167,/root/StrokeDataset/Bleeding/PNG/13865.png,2
168,/root/StrokeDataset/Normal/PNG/13711.png,0
169,/root/StrokeDataset/Bleeding/PNG/13505.png,2
170,/root/StrokeDataset/Normal/PNG/13533.png,0
171,/root/StrokeDataset/Normal/PNG/11024.png,0
172,/root/StrokeDataset/Normal/PNG/13947.png,0
173,/root/StrokeDataset/Normal/PNG/10576.png,0
174,/root/StrokeDataset/Normal/PNG/15364.png,0
175,/root/StrokeDataset/Ischemia/PNG/13888.png,1
176,/root/StrokeDataset/Bleeding/PNG/12287.png,2
177,/root/StrokeDataset/Bleeding/PNG/15902.png,2
178,/root/StrokeDataset/Bleeding/PNG/15901.png,2
179,/root/StrokeDataset/Ischemia/PNG/12433.png,1
180,/root/StrokeDataset/Bleeding/PNG/13682.png,2
181,/root/StrokeDataset/Normal/PNG/10548.png,0
182,/root/StrokeDataset/Normal/PNG/13076.png,0
183,/root/StrokeDataset/Bleeding/PNG/12172.png,2
184,/root/StrokeDataset/Normal/PNG/13907.png,0
185,/root/StrokeDataset/Ischemia/PNG/10355.png,1
186,/root/StrokeDataset/Ischemia/PNG/16913.png,1
187,/root/StrokeDataset/Normal/PNG/10337.png,0
188,/root/StrokeDataset/Normal/PNG/13396.png,0
189,/root/StrokeDataset/Bleeding/PNG/12796.png,2
190,/root/StrokeDataset/Normal/PNG/14795.png,0
191,/root/StrokeDataset/Bleeding/PNG/10927.png,2
192,/root/StrokeDataset/Normal/PNG/15631.png,0
193,/root/StrokeDataset/Normal/PNG/11616.png,0
194,/root/StrokeDataset/Normal/PNG/11585.png,0
195,/root/StrokeDataset/Ischemia/PNG/11624.png,1
196,/root/StrokeDataset/Normal/PNG/14776.png,0
197,/root/StrokeDataset/Normal/PNG/13891.png,0
198,/root/StrokeDataset/Ischemia/PNG/11680.png,1
199,/root/StrokeDataset/Normal/PNG/10511.png,0
200,/root/StrokeDataset/Bleeding/PNG/11766.png,2
201,/root/StrokeDataset/Normal/PNG/11989.png,0
202,/root/StrokeDataset/Bleeding/PNG/16363.png,2
203,/root/StrokeDataset/Normal/PNG/16177.png,0
204,/root/StrokeDataset/Ischemia/PNG/14208.png,1
205,/root/StrokeDataset/Normal/PNG/12094.png,0
206,/root/StrokeDataset/Normal/PNG/12892.png,0
207,/root/StrokeDataset/Bleeding/PNG/14960.png,2
208,/root/StrokeDataset/Normal/PNG/12766.png,0
209,/root/StrokeDataset/Bleeding/PNG/10870.png,2
210,/root/StrokeDataset/Ischemia/PNG/14487.png,1
211,/root/StrokeDataset/Ischemia/PNG/15756.png,1
212,/root/StrokeDataset/Bleeding/PNG/13365.png,2
213,/root/StrokeDataset/Normal/PNG/10423.png,0
214,/root/StrokeDataset/Normal/PNG/16711.png,0
215,/root/StrokeDataset/Normal/PNG/16661.png,0
216,/root/StrokeDataset/Ischemia/PNG/14089.png,1
217,/root/StrokeDataset/Normal/PNG/11995.png,0
218,/root/StrokeDataset/Ischemia/PNG/13599.png,1
219,/root/StrokeDataset/Normal/PNG/16480.png,0
220,/root/StrokeDataset/Normal/PNG/15453.png,0
221,/root/StrokeDataset/Ischemia/PNG/14766.png,1
222,/root/StrokeDataset/Normal/PNG/16528.png,0
223,/root/StrokeDataset/Bleeding/PNG/15448.png,2
224,/root/StrokeDataset/Normal/PNG/13056.png,0
225,/root/StrokeDataset/Normal/PNG/12910.png,0
226,/root/StrokeDataset/Ischemia/PNG/11545.png,1
227,/root/StrokeDataset/Ischemia/PNG/15835.png,1
228,/root/StrokeDataset/Normal/PNG/14593.png,0
229,/root/StrokeDataset/Bleeding/PNG/10611.png,2
230,/root/StrokeDataset/Normal/PNG/10254.png,0
231,/root/StrokeDataset/Normal/PNG/14460.png,0
232,/root/StrokeDataset/Normal/PNG/14059.png,0
233,/root/StrokeDataset/Normal/PNG/12449.png,0
234,/root/StrokeDataset/Bleeding/PNG/15788.png,2
235,/root/StrokeDataset/Bleeding/PNG/12945.png,2
236,/root/StrokeDataset/Normal/PNG/14656.png,0
237,/root/StrokeDataset/Normal/PNG/11608.png,0
238,/root/StrokeDataset/Normal/PNG/15421.png,0
239,/root/StrokeDataset/Normal/PNG/14070.png,0
240,/root/StrokeDataset/Bleeding/PNG/13353.png,2
241,/root/StrokeDataset/Normal/PNG/15960.png,0
242,/root/StrokeDataset/Normal/PNG/12957.png,0
243,/root/StrokeDataset/Ischemia/PNG/16784.png,1
244,/root/StrokeDataset/Ischemia/PNG/15433.png,1
245,/root/StrokeDataset/Normal/PNG/16009.png,0
246,/root/StrokeDataset/Ischemia/PNG/10697.png,1
247,/root/StrokeDataset/Normal/PNG/13464.png,0
248,/root/StrokeDataset/Normal/PNG/14147.png,0
249,/root/StrokeDataset/Normal/PNG/13428.png,0
250,/root/StrokeDataset/Normal/PNG/10015.png,0
251,/root/StrokeDataset/Normal/PNG/13564.png,0
252,/root/StrokeDataset/Normal/PNG/10756.png,0
253,/root/StrokeDataset/Normal/PNG/10414.png,0
254,/root/StrokeDataset/Normal/PNG/12626.png,0
255,/root/StrokeDataset/Normal/PNG/16200.png,0
256,/root/StrokeDataset/Ischemia/PNG/14015.png,1
257,/root/StrokeDataset/Normal/PNG/12051.png,0
258,/root/StrokeDataset/Normal/PNG/13905.png,0
259,/root/StrokeDataset/Normal/PNG/14838.png,0
260,/root/StrokeDataset/Bleeding/PNG/11834.png,2
261,/root/StrokeDataset/Normal/PNG/11873.png,0
262,/root/StrokeDataset/Bleeding/PNG/16230.png,2
263,/root/StrokeDataset/Normal/PNG/15333.png,0
264,/root/StrokeDataset/Normal/PNG/14001.png,0
265,/root/StrokeDataset/Normal/PNG/12456.png,0
266,/root/StrokeDataset/Normal/PNG/12166.png,0
267,/root/StrokeDataset/Bleeding/PNG/11049.png,2
268,/root/StrokeDataset/Normal/PNG/12549.png,0
269,/root/StrokeDataset/Bleeding/PNG/13196.png,2
270,/root/StrokeDataset/Normal/PNG/13124.png,0
271,/root/StrokeDataset/Normal/PNG/15951.png,0
272,/root/StrokeDataset/Normal/PNG/11707.png,0
273,/root/StrokeDataset/Normal/PNG/14768.png,0
274,/root/StrokeDataset/Normal/PNG/12710.png,0
275,/root/StrokeDataset/Normal/PNG/13123.png,0
276,/root/StrokeDataset/Ischemia/PNG/12306.png,1
277,/root/StrokeDataset/Normal/PNG/15752.png,0
278,/root/StrokeDataset/Bleeding/PNG/12873.png,2
279,/root/StrokeDataset/Bleeding/PNG/15969.png,2
280,/root/StrokeDataset/Normal/PNG/15077.png,0
281,/root/StrokeDataset/Normal/PNG/10972.png,0
282,/root/StrokeDataset/Bleeding/PNG/16541.png,2
283,/root/StrokeDataset/Normal/PNG/13586.png,0
284,/root/StrokeDataset/Normal/PNG/10055.png,0
285,/root/StrokeDataset/Normal/PNG/11435.png,0
286,/root/StrokeDataset/Normal/PNG/14810.png,0
287,/root/StrokeDataset/Normal/PNG/13736.png,0
288,/root/StrokeDataset/Normal/PNG/11894.png,0
289,/root/StrokeDataset/Bleeding/PNG/12984.png,2
290,/root/StrokeDataset/Normal/PNG/11978.png,0
291,/root/StrokeDataset/Normal/PNG/15069.png,0
292,/root/StrokeDataset/Normal/PNG/15130.png,0
293,/root/StrokeDataset/Normal/PNG/15104.png,0
294,/root/StrokeDataset/Normal/PNG/16719.png,0
295,/root/StrokeDataset/Bleeding/PNG/12156.png,2
296,/root/StrokeDataset/Ischemia/PNG/10650.png,1
297,/root/StrokeDataset/Normal/PNG/16843.png,0
298,/root/StrokeDataset/Bleeding/PNG/10440.png,2
299,/root/StrokeDataset/Bleeding/PNG/12641.png,2
300,/root/StrokeDataset/Normal/PNG/16498.png,0
301,/root/StrokeDataset/Normal/PNG/11958.png,0
302,/root/StrokeDataset/Bleeding/PNG/12118.png,2
303,/root/StrokeDataset/Normal/PNG/13547.png,0
304,/root/StrokeDataset/Normal/PNG/10938.png,0
305,/root/StrokeDataset/Normal/PNG/10558.png,0
306,/root/StrokeDataset/Normal/PNG/13570.png,0
307,/root/StrokeDataset/Normal/PNG/16373.png,0
308,/root/StrokeDataset/Normal/PNG/16071.png,0
309,/root/StrokeDataset/Bleeding/PNG/12689.png,2
310,/root/StrokeDataset/Bleeding/PNG/11266.png,2
311,/root/StrokeDataset/Normal/PNG/16971.png,0
312,/root/StrokeDataset/Bleeding/PNG/14973.png,2
313,/root/StrokeDataset/Normal/PNG/12263.png,0
314,/root/StrokeDataset/Normal/PNG/13310.png,0
315,/root/StrokeDataset/Normal/PNG/15925.png,0
316,/root/StrokeDataset/Normal/PNG/14366.png,0
317,/root/StrokeDataset/Normal/PNG/14043.png,0
318,/root/StrokeDataset/Normal/PNG/16691.png,0
319,/root/StrokeDataset/Normal/PNG/15126.png,0
320,/root/StrokeDataset/Normal/PNG/10780.png,0
321,/root/StrokeDataset/Normal/PNG/11831.png,0
322,/root/StrokeDataset/Normal/PNG/13386.png,0
323,/root/StrokeDataset/Bleeding/PNG/15353.png,2
324,/root/StrokeDataset/Bleeding/PNG/10332.png,2
325,/root/StrokeDataset/Ischemia/PNG/10459.png,1
326,/root/StrokeDataset/Normal/PNG/14338.png,0
327,/root/StrokeDataset/Normal/PNG/15060.png,0
328,/root/StrokeDataset/Normal/PNG/11762.png,0
329,/root/StrokeDataset/Normal/PNG/16692.png,0
330,/root/StrokeDataset/Normal/PNG/10899.png,0
331,/root/StrokeDataset/Normal/PNG/11122.png,0
332,/root/StrokeDataset/Normal/PNG/13720.png,0
333,/root/StrokeDataset/Normal/PNG/16618.png,0
334,/root/StrokeDataset/Ischemia/PNG/10460.png,1
335,/root/StrokeDataset/Ischemia/PNG/16355.png,1
336,/root/StrokeDataset/Normal/PNG/12926.png,0
337,/root/StrokeDataset/Normal/PNG/12296.png,0
338,/root/StrokeDataset/Normal/PNG/12382.png,0
339,/root/StrokeDataset/Normal/PNG/13463.png,0
340,/root/StrokeDataset/Bleeding/PNG/11180.png,2
341,/root/StrokeDataset/Normal/PNG/10672.png,0
342,/root/StrokeDataset/Normal/PNG/11038.png,0
343,/root/StrokeDataset/Bleeding/PNG/10770.png,2
344,/root/StrokeDataset/Normal/PNG/12320.png,0
345,/root/StrokeDataset/Normal/PNG/12662.png,0
346,/root/StrokeDataset/Normal/PNG/15579.png,0
347,/root/StrokeDataset/Ischemia/PNG/13667.png,1
348,/root/StrokeDataset/Normal/PNG/10324.png,0
349,/root/StrokeDataset/Normal/PNG/12564.png,0
350,/root/StrokeDataset/Normal/PNG/14398.png,0
351,/root/StrokeDataset/Normal/PNG/16251.png,0
352,/root/StrokeDataset/Normal/PNG/15395.png,0
353,/root/StrokeDataset/Ischemia/PNG/16797.png,1
354,/root/StrokeDataset/Ischemia/PNG/15547.png,1
355,/root/StrokeDataset/Normal/PNG/10724.png,0
356,/root/StrokeDataset/Normal/PNG/12011.png,0
357,/root/StrokeDataset/Ischemia/PNG/16409.png,1
358,/root/StrokeDataset/Ischemia/PNG/10931.png,1
359,/root/StrokeDataset/Bleeding/PNG/14926.png,2
360,/root/StrokeDataset/Ischemia/PNG/10485.png,1
361,/root/StrokeDataset/Normal/PNG/11692.png,0
362,/root/StrokeDataset/Normal/PNG/12177.png,0
363,/root/StrokeDataset/Bleeding/PNG/15952.png,2
364,/root/StrokeDataset/Normal/PNG/12629.png,0
365,/root/StrokeDataset/Normal/PNG/16250.png,0
366,/root/StrokeDataset/Normal/PNG/12536.png,0
367,/root/StrokeDataset/Ischemia/PNG/12840.png,1
368,/root/StrokeDataset/Normal/PNG/11397.png,0
369,/root/StrokeDataset/Normal/PNG/12816.png,0
370,/root/StrokeDataset/Normal/PNG/13410.png,0
371,/root/StrokeDataset/Normal/PNG/15071.png,0
372,/root/StrokeDataset/Normal/PNG/12196.png,0
373,/root/StrokeDataset/Normal/PNG/16455.png,0
374,/root/StrokeDataset/Normal/PNG/11902.png,0
375,/root/StrokeDataset/Normal/PNG/14306.png,0
376,/root/StrokeDataset/Bleeding/PNG/10047.png,2
377,/root/StrokeDataset/Ischemia/PNG/13192.png,1
378,/root/StrokeDataset/Normal/PNG/16897.png,0
379,/root/StrokeDataset/Normal/PNG/14591.png,0
380,/root/StrokeDataset/Bleeding/PNG/10894.png,2
381,/root/StrokeDataset/Normal/PNG/14375.png,0
382,/root/StrokeDataset/Normal/PNG/14846.png,0
383,/root/StrokeDataset/Normal/PNG/11627.png,0
384,/root/StrokeDataset/Ischemia/PNG/15498.png,1
385,/root/StrokeDataset/Normal/PNG/15917.png,0
386,/root/StrokeDataset/Normal/PNG/13957.png,0
387,/root/StrokeDataset/Ischemia/PNG/16830.png,1
388,/root/StrokeDataset/Normal/PNG/15377.png,0
389,/root/StrokeDataset/Normal/PNG/12842.png,0
390,/root/StrokeDataset/Normal/PNG/15966.png,0
391,/root/StrokeDataset/Normal/PNG/16782.png,0
392,/root/StrokeDataset/Normal/PNG/16713.png,0
393,/root/StrokeDataset/Ischemia/PNG/11118.png,1
394,/root/StrokeDataset/Normal/PNG/10284.png,0
395,/root/StrokeDataset/Normal/PNG/14626.png,0
396,/root/StrokeDataset/Normal/PNG/16231.png,0
397,/root/StrokeDataset/Normal/PNG/16106.png,0
398,/root/StrokeDataset/Normal/PNG/10166.png,0
399,/root/StrokeDataset/Ischemia/PNG/16143.png,1
400,/root/StrokeDataset/Normal/PNG/11434.png,0
401,/root/StrokeDataset/Bleeding/PNG/10878.png,2
402,/root/StrokeDataset/Bleeding/PNG/12083.png,2
403,/root/StrokeDataset/Normal/PNG/15687.png,0
404,/root/StrokeDataset/Normal/PNG/12633.png,0
405,/root/StrokeDataset/Normal/PNG/10006.png,0
406,/root/StrokeDataset/Normal/PNG/10508.png,0
407,/root/StrokeDataset/Normal/PNG/15675.png,0
408,/root/StrokeDataset/Normal/PNG/16268.png,0
409,/root/StrokeDataset/Normal/PNG/15511.png,0
410,/root/StrokeDataset/Ischemia/PNG/15514.png,1
411,/root/StrokeDataset/Normal/PNG/16887.png,0
412,/root/StrokeDataset/Normal/PNG/13042.png,0
413,/root/StrokeDataset/Bleeding/PNG/10078.png,2
414,/root/StrokeDataset/Normal/PNG/14541.png,0
415,/root/StrokeDataset/Bleeding/PNG/10039.png,2
416,/root/StrokeDataset/Normal/PNG/11126.png,0
417,/root/StrokeDataset/Normal/PNG/10385.png,0
418,/root/StrokeDataset/Ischemia/PNG/13797.png,1
419,/root/StrokeDataset/Bleeding/PNG/12666.png,2
420,/root/StrokeDataset/Ischemia/PNG/11433.png,1
421,/root/StrokeDataset/Ischemia/PNG/13046.png,1
422,/root/StrokeDataset/Normal/PNG/15007.png,0
423,/root/StrokeDataset/Normal/PNG/16908.png,0
424,/root/StrokeDataset/Ischemia/PNG/16304.png,1
425,/root/StrokeDataset/Normal/PNG/11851.png,0
426,/root/StrokeDataset/Normal/PNG/14823.png,0
427,/root/StrokeDataset/Normal/PNG/15034.png,0
428,/root/StrokeDataset/Normal/PNG/12452.png,0
429,/root/StrokeDataset/Normal/PNG/11595.png,0
430,/root/StrokeDataset/Normal/PNG/13733.png,0
431,/root/StrokeDataset/Bleeding/PNG/12046.png,2
432,/root/StrokeDataset/Normal/PNG/13314.png,0
433,/root/StrokeDataset/Ischemia/PNG/12193.png,1
434,/root/StrokeDataset/Normal/PNG/16302.png,0
435,/root/StrokeDataset/Bleeding/PNG/14587.png,2
436,/root/StrokeDataset/Normal/PNG/13524.png,0
437,/root/StrokeDataset/Normal/PNG/10626.png,0
438,/root/StrokeDataset/Normal/PNG/12550.png,0
439,/root/StrokeDataset/Normal/PNG/16320.png,0
440,/root/StrokeDataset/Ischemia/PNG/11556.png,1
441,/root/StrokeDataset/Normal/PNG/14171.png,0
442,/root/StrokeDataset/Normal/PNG/12562.png,0
443,/root/StrokeDataset/Normal/PNG/13254.png,0
444,/root/StrokeDataset/Ischemia/PNG/15857.png,1
445,/root/StrokeDataset/Normal/PNG/10733.png,0
446,/root/StrokeDataset/Normal/PNG/15147.png,0
447,/root/StrokeDataset/Bleeding/PNG/14684.png,2
448,/root/StrokeDataset/Normal/PNG/17021.png,0
449,/root/StrokeDataset/Normal/PNG/16084.png,0
450,/root/StrokeDataset/Normal/PNG/13807.png,0
451,/root/StrokeDataset/Normal/PNG/14581.png,0
452,/root/StrokeDataset/Bleeding/PNG/11862.png,2
453,/root/StrokeDataset/Normal/PNG/12871.png,0
454,/root/StrokeDataset/Ischemia/PNG/13766.png,1
455,/root/StrokeDataset/Normal/PNG/11863.png,0
456,/root/StrokeDataset/Normal/PNG/12713.png,0
457,/root/StrokeDataset/Normal/PNG/11970.png,0
458,/root/StrokeDataset/Normal/PNG/12808.png,0
459,/root/StrokeDataset/Normal/PNG/10695.png,0
460,/root/StrokeDataset/Bleeding/PNG/13321.png,2
461,/root/StrokeDataset/Normal/PNG/14405.png,0
462,/root/StrokeDataset/Normal/PNG/15563.png,0
463,/root/StrokeDataset/Normal/PNG/11288.png,0
464,/root/StrokeDataset/Ischemia/PNG/15031.png,1
465,/root/StrokeDataset/Ischemia/PNG/14773.png,1
466,/root/StrokeDataset/Bleeding/PNG/14604.png,2
467,/root/StrokeDataset/Normal/PNG/14106.png,0
468,/root/StrokeDataset/Normal/PNG/14433.png,0
469,/root/StrokeDataset/Normal/PNG/13289.png,0
470,/root/StrokeDataset/Bleeding/PNG/16540.png,2
471,/root/StrokeDataset/Bleeding/PNG/12297.png,2
472,/root/StrokeDataset/Ischemia/PNG/14309.png,1
473,/root/StrokeDataset/Normal/PNG/14440.png,0
474,/root/StrokeDataset/Normal/PNG/12144.png,0
475,/root/StrokeDataset/Normal/PNG/11712.png,0
476,/root/StrokeDataset/Normal/PNG/13112.png,0
477,/root/StrokeDataset/Normal/PNG/15935.png,0
478,/root/StrokeDataset/Normal/PNG/15847.png,0
479,/root/StrokeDataset/Normal/PNG/10521.png,0
480,/root/StrokeDataset/Normal/PNG/16762.png,0
481,/root/StrokeDataset/Normal/PNG/16228.png,0
482,/root/StrokeDataset/Bleeding/PNG/12863.png,2
483,/root/StrokeDataset/Ischemia/PNG/10158.png,1
484,/root/StrokeDataset/Normal/PNG/16325.png,0
485,/root/StrokeDataset/Normal/PNG/14562.png,0
486,/root/StrokeDataset/Bleeding/PNG/12229.png,2
